,OrderNo,OrderDate,Month,Year,CustomerID,Revenue,Seq,First Touch Channel,Channel_Type
860137,300042418204,2023-02-02,2,24,f8a0aba8328dcd009ce20a1237380193,12499.0,26,Direct,Organic
141230,300023844423,2022-03-20,3,12,3e0b447fd663f531c5556b96b75201fd,15299.1,15,Direct,Organic
430785,300026583959,2022-05-18,5,12,c2aea57c297111f92aea4dc14cf9cee8,2511.0,17,Paid Search,Paid
880146,300044361330,2023-03-16,3,24,729f8a8643da5b5f8a745df064e74d5b,599.0,27,Direct,Organic
727798,300045718642,2023-04-13,4,24,62dbe1acb150df9fa3751d1d5ea05b7f,11691.0,28,Paid Search,Paid
237521,300033755815,2022-09-23,9,12,3ec7a62adad01857258bb649b811142d,23990.0,21,Direct,Organic
866308,300043013256,2023-02-15,2,24,86778bc5b21a74866ac652fbf3caf12d,1034.1,26,Paid Search,Paid
429297,300032020253,2022-08-22,8,12,4f912183bd11e973d68e18c60dd09306,5499.0,20,Paid Search,Paid
691847,300043182416,2023-02-19,2,24,ac7edf14adb9e61ef555bfa6af81f2f6,1484.1,26,Direct,Organic
877763,300043252068,2023-02-20,2,24,34a6a60173cfe4d3d3acc04b8a2cbf0f,389.0,26,Paid Search,Paid
165444,TC300024067290,2022-03-27,3,12,11aeb8388544e27cdb1413fb1fcc5f07,46990.0,15,Organic Search,Organic
444689,300040022497,2022-12-21,12,12,43370cfe72c4c5c76b30a32798834f30,549.0,24,Organic Search,Organic
414866,TC300037338999,2022-11-01,11,12,9a59cc519d407b670f5383ebec01ec20,1805.0,23,Internal,Organic
405316,300033715489,2022-09-22,9,12,a60926d66095063f2eb0ada266da26bd,6361.2,21,Paid Search,Paid
795293,300047252390,2023-05-09,5,24,133bc8ddda930ff919f645ef40250ccc,999.0,29,Organic Search,Organic
887141,300042318403,2023-01-31,1,24,dfb33777aed9711275b44afdc2dd0cee,12490.0,25,Organic Search,Organic
177322,TC300036093652,2022-10-17,10,12,d0a53cfe4d78982366ca979b7879fa6a,76.0,22,Direct,Organic
273365,300029052050,2022-07-11,7,12,78084dcdd0ac6121056f7cc7e9c2503d,19490.0,19,Paid Search,Paid
839669,300044734692,2023-03-24,3,24,b9299939abbda8e53d62f6b97fc0e648,4099.0,27,Paid Search,Paid
638658,300044672607,2023-03-22,3,24,dd901458e5325c217fe157d3b8d0118b,1.0,27,Direct,Organic
139763,300023831842,2022-03-20,3,12,dd01165733b0056e98076a9f4f619b0a,22249.03,15,Organic Search,Organic
365637,300028028211,2022-06-14,6,12,d1b9f667fffb234b5e84afaea1392013,3499.0,18,Organic Search,Organic
715030,300044167745,2023-03-11,3,24,ec837e12512249410779844012642a1e,11499.0,27,Direct,Organic
671000,300044512676,2023-03-19,3,24,2f545e2c373c5e00d10eb71a32f14dcc,37540.0,27,Direct,Organic
408327,300025157908,2022-04-21,4,12,1e7c2e53e889773ebd9a08f57ccb9a81,24299.1,16,Affiliate,Paid
630091,300042067667,2023-01-26,1,24,ae9b716253c4e2c9ea5640cef7a2efd5,20990.0,25,Organic Search,Organic
54659,300029449960,2022-07-10,7,12,6f7da5d7c26fac9e3b9e9499089856cd,4185.0,19,Paid Search,Paid
126663,300038037943,2022-11-26,11,12,7a510118cc6d539ff7f5ba54d721c4f1,27990.0,23,Organic Search,Organic
682344,300043558259,2023-02-26,2,24,6a82f5f324767090659359665013287b,1589.0,26,Organic Search,Organic
558971,300021930259,2022-01-20,1,12,bc5295873b7752c61e4a09adf622451e,73990.0,13,Loyalty,Unknown
606455,300021523711,2022-01-09,1,12,ec6e9bbc7fc2722b90a2110fd2edb90c,15298.2,13,Affiliate,Paid
750514,300045371090,2023-04-11,4,24,1f074b132a862ef763df8e358a2c8699,28290.0,28,Paid Search,Paid
183368,TC300034829393,2022-09-29,9,12,844491212a6a1681d01f9f62d4d6847a,1899.0,21,Direct,Organic
178268,300039227555,2022-12-04,12,12,25ad4b1323a8af1e767f13e9ce464f98,15924.0,24,Organic Search,Organic
69561,300036889895,2022-10-25,10,12,3a75dc9221c0d649f36eccbe8a7b49d3,876.0,22,Paid Search,Paid
342299,TC300027305305,2022-05-30,5,12,59107aad905f863793a86e1910814b00,68990.0,17,Affiliate,Paid
547830,300023569642,2022-03-14,3,12,66d0ea5005a6d91c22812209ffc0952c,3499.0,15,Paid Search,Paid
632348,300046254629,2023-04-22,4,24,232be99b5b0db0dfb101a8d9d8b00658,8544.3,28,Organic Search,Organic
679584,300046224405,2023-04-21,4,24,70104973a7212fb0e63d4d6892111a32,3000.0,28,Organic Search,Organic
54097,300029087056,2022-07-10,7,12,9181031aab69d91ac63fe8aff665de78,7295.0,19,Direct,Organic
149299,300040234312,2022-12-24,12,12,354ea4f319c0af0071046d197a383d9c,2149.0,24,Internal,Organic
535845,300038020168,2022-11-15,11,12,f4086e5227f3ef0ffd48eee5b8099b10,344.0,23,Organic Search,Organic
694270,300047078245,2023-05-06,5,24,95f8b3ee558f7ae4f161c749e1f8eb44,33990.0,29,Direct,Organic
868048,300042544703,2023-02-06,2,24,a3c93ef64c2a80323b6f8996ae870ace,1198.0,26,Organic Search,Organic
696704,300048262443,2023-05-25,5,24,cf81cf36701c94bb1bed9ed88419c57b,499.0,29,Organic Search,Organic
720361,300045415724,2023-04-07,4,24,7926040000c3e567b56fc572424f8983,1099.0,28,Direct,Organic
133884,300026355068,2022-05-14,5,12,10dc518334d30764da438583299d6a3d,8811.0,17,Organic Search,Organic
245555,300023723102,2022-03-19,3,12,aca5b59c48a25c1b723b4b9a5066240d,29990.0,15,Paid Search,Paid
249010,300025696172,2022-05-02,5,12,bb8fdd0edf54c300608a914284915ae6,2894.0,17,Paid Search,Paid
413360,300022876222,2022-03-12,3,12,f9801091bf77f3d8d91e7e735449996c,12149.1,15,Direct,Organic
809312,300046481810,2023-04-25,4,24,6779461d2a75c63a8673dec5266e5b24,999.0,28,Organic Search,Organic
841161,TC300046881494,2023-05-03,5,24,4db4f3309e25fc9261a303a55565306a,1169.1,29,Direct,Organic
685847,300042168806,2023-01-29,1,24,41cfdb656f49a64789568b63340edd15,45990.0,25,Direct,Organic
904170,300041350108,2023-03-08,3,24,45b705be7423c27d598f5e8cc0dbb963,1078.2,27,Organic Search,Organic
39496,300038705004,2022-11-27,11,12,d147db7db8097381228e52693441d941,420.0,23,Loyalty,Unknown
879009,300042699007,2023-02-09,2,24,c917a7d7f2589e782d6aee3c68f3fc9d,199.0,26,Paid Search,Paid
68716,300033810179,2022-10-19,10,12,be50d925491130c87a4973f2a008db10,23522.0,22,Paid Search,Paid
869072,300042576683,2023-02-06,2,24,eeca4a529e54b40e326600150904d6d9,599.0,26,Direct,Organic
32461,300031476284,2022-08-13,8,12,4008032160dd5853adaee07348f4e743,23399.1,20,Direct,Organic
686924,TC300046707534,2023-04-29,4,24,11bef30eab3aa5119e9617cfda200ee2,7990.0,28,Direct,Organic
468882,300032803344,2022-09-08,9,12,13fc49fa25cdaf649598e1c9fda25bbb,554.0,21,Affiliate,Paid
422401,300037254313,2022-11-02,11,12,d595b6817e9923cabbd25dcdcbd40eed,399.0,23,Paid Search,Paid
726709,300047035532,2023-05-05,5,24,508167bb20699416d2fdeb7d1d659962,7290.0,29,Organic Search,Organic
117491,TC300027892493,2022-06-11,6,12,2fe1b892c0a4ef6524ed7ade34271267,1999.0,18,Direct,Organic
503171,300033546666,2022-09-19,9,12,9fa2150810244bf703039bf33f54cc83,934.0,21,Paid Search,Paid
756501,TC300048338689,2023-05-26,5,24,5f3531fee7946aa16dae2ef8e828446b,28990.0,29,Paid Search,Paid
296721,300024252967,2022-03-31,3,12,9a98052462d61e6686d035c3abb074c0,899.0,15,Paid Search,Paid
635223,300046329565,2023-04-22,4,24,1a933c4472d079fd6adb4c1e2f9416e2,199.0,28,Direct,Organic
634151,TC300046238833,2023-04-22,4,24,e3a1b01a7b34b4664c9575b77cb76bf4,18990.0,28,Direct,Organic
5437,300036726957,2022-10-23,10,12,dcea50634c87857431bde9b1c56130d0,49990.0,22,Organic Search,Organic
614970,300022316767,2022-02-03,2,12,7d2af86444280810a9ca11735f8e19f8,13790.0,14,Paid Search,Paid
257755,300029235709,2022-07-07,7,12,8b1d2638b118161aac9d2b1fb7109bed,42490.0,19,Direct,Organic
825029,300044593718,2023-03-21,3,24,ee3f5c6eaa89d04178412220f98bff40,1430.1,27,Direct,Organic
796930,300045011291,2023-03-30,3,24,ae21217599c7584cc0a059104329ec03,30499.0,27,Organic Search,Organic
510316,300023720296,2022-04-13,4,12,55dd6a47293565f85c26578e3f23fb7d,13100.5,16,Organic Search,Organic
68994,300036342650,2022-10-19,10,12,80ae5708326eb49904694a35c6b7cafa,12990.0,22,Organic Search,Organic
708481,TC300046172176,2023-04-20,4,24,c82ab98436a317c50fc87a5161ea66b5,2999.0,28,Direct,Organic
892987,300043693617,2023-03-01,3,24,39f508e4fcced345997249381861d867,19999.0,27,Direct,Organic
892735,300043687845,2023-03-01,3,24,e29380b709fcedee55a1fc8b9ee3afd6,749.0,27,Internal,Organic
196060,300032973018,2022-09-11,9,12,af5805dda30884b9172b59f96a42697d,3599.1,21,Paid Social,Paid
735857,300047268509,2023-05-22,5,24,dcd7ca1167be15d7d4af84f2c8e63c4a,57440.43,29,Direct,Organic
549182,300024525376,2022-04-06,4,12,c2668e977bda66cc4a07dd010a54feae,24999.0,16,Direct,Organic
625208,300020684530,2022-01-05,1,12,28d50a8268f67614262cb49e22534c73,3799.05,13,Direct,Organic
561116,300022211916,2022-01-27,1,12,b4ee23deedeaff78d4d3c192fcbe2194,30990.0,13,Paid Search,Paid
169338,300024834282,2022-04-17,4,12,05ea6c8661878fe9adff34e4b3b51655,5934.6,16,Direct,Organic
276530,300025907379,2022-05-06,5,12,0e32f9ac21938a47825ae5eade6a4def,809.1,17,Paid Search,Paid
395743,300040122041,2022-12-23,12,12,6ab13c6bbe3f209f766c4354c1a29d3d,799.0,24,Referral,Paid
243407,300037897142,2022-11-13,11,12,56c9a475ddab926e6c6226a3b7a3bce5,1099.0,23,Paid Search,Paid
77038,300026906527,2022-05-22,5,12,91ab9fd4c4c858a9f930bbfa199bab7d,329.0,17,Paid Search,Paid
497435,300033042456,2022-09-13,9,12,ae4e5140a32ecbbde54233dfec041555,30.0,21,Affiliate,Paid
448959,300039385744,2022-12-06,12,12,83ccb5debe2836158b3ebc2d503e9aad,2299.0,24,Paid Search,Paid
888704,300044970214,2023-03-28,3,24,a50474fbc02e70eb00553cf1f8adfdd0,1225.5,27,Paid Search,Paid
349310,TC300031430896,2022-08-25,8,12,8c2a8cff4f9a7c8715cc6c66d6f608a1,2099.0,20,Internal,Organic
500736,300032756750,2022-09-07,9,12,4b0689b4bf5b45c670141132cc1ede23,929.0,21,Paid Search,Paid
807729,300046980477,2023-05-04,5,24,fcecdd965cbcd151f00f19f1ae43a1e5,4199.0,29,Direct,Organic
475243,300024141639,2022-03-28,3,12,afa082069d642881f51ac4976dcab5bd,279.0,15,Paid Search,Paid
573067,TC300022123635,2022-01-25,1,12,9372665c8073e703bedbebb950314384,1499.0,13,Direct,Organic
512858,300037617873,2022-11-07,11,12,5cff4013e86ea1b5e35e9f3dcffb6a51,1169.1,23,Paid Search,Paid
544059,300023650307,2022-03-15,3,12,8415ee664c8c7fcbbb1182376da4ff38,50994.0,15,Direct,Organic
774414,300042169451,2023-02-25,2,24,3a8a6025d0e6cb215b90eb0b47ea770e,799.0,26,Paid Social,Paid
809765,300045241863,2023-04-04,4,24,726eda7a7590746f911906f5c45a2d87,499.0,28,Direct,Organic
410990,300026168613,2022-05-12,5,12,209ef34865d0993d85f86faa7c77139e,47900.0,17,Paid Search,Paid
635984,300045900203,2023-04-16,4,24,90c418a501fa275aa8929366f47b2dbc,4999.0,28,Organic Search,Organic
804219,300041596843,2023-01-20,1,24,a012a183e70c03fe1c6c9383fd576dbb,30.0,25,Affiliate,Paid
424359,300025469441,2022-04-27,4,12,7486595c2a447224cc0cb4961a95ca3d,3099.0,16,Direct,Organic
302881,300039220379,2022-12-03,12,12,4500c281c45648e84c78b1867c4f3bae,18999.0,24,Direct,Organic
630372,300042073351,2023-01-26,1,24,c6a77573c92aa84e37b2553ea7b099ac,1049.0,25,Paid Search,Paid
777995,300041004825,2023-01-07,1,24,6405036253bde0aa0c28b408f74151ae,1694.0,25,Direct,Organic
525319,300033622696,2022-09-21,9,12,655bddcf730ff8e8a9d76b379599794b,1199.0,21,Organic Search,Organic
89662,300029378168,2022-07-09,7,12,f00992514387a1a046b828edafe0e91e,38999.0,19,Organic Search,Organic
309433,300029710683,2022-07-15,7,12,d0231785c78447438879e4605e0ee3e2,14999.0,19,Direct,Organic
728939,300045749694,2023-04-13,4,24,3a220b91f5b704382b38ec7ab0e009bf,3490.0,28,Organic Search,Organic
91945,300028282580,2022-06-18,6,12,e798f6e4fbe312238143a7073a9e2078,15999.0,18,Organic Search,Organic
631437,300042096312,2023-01-26,1,24,95f769a9f833d33d24a048bae09c4284,7999.0,25,Paid Search,Paid
651229,300046780298,2023-04-30,4,24,1409540b959dc866ba8a78370c7b270f,10791.0,28,Paid Search,Paid
649487,300046778210,2023-04-30,4,24,97e970082763690384dea1370f6b6405,34029.0,28,Paid Search,Paid
144255,300034639275,2022-09-28,9,12,43b0c19ba62e282f631cd273064c73ba,944.0,21,Organic Search,Organic
166527,300038306511,2022-11-20,11,12,93d3bc6b7c236f2f5a59dd7f987931b5,11691.0,23,Direct,Organic
889588,300042742052,2023-02-10,2,24,4ab0aebd0e8a5ac9d3bce0366c2db349,24994.0,26,Paid Search,Paid
228699,300038963584,2022-12-18,12,12,990c05cd5c842845ff7b5a4c0ca67b11,868.0,24,Paid Search,Paid
256554,300033259483,2022-09-16,9,12,cb9c46266aaa6379f8693f51fbc0b210,129900.0,21,Organic Search,Organic
268616,TC300037269303,2022-10-31,10,12,b04247b772110a6d9f67588c8ac02b30,28999.0,22,Direct,Organic
53115,300029742885,2022-07-17,7,12,f7684282f71ee804aa1b2a79a4c371b3,43294.0,19,Direct,Organic
471886,300038380001,2022-11-21,11,12,ad4f4c6611dbad51adf520fc7a29f785,898.2,23,Organic Search,Organic
291648,300027126167,2022-05-27,5,12,2a09d21bf294e7c8585a6bd7b2ad83e6,500.0,17,Organic Search,Organic
227889,300039884014,2022-12-18,12,12,bd24d402647db1db2bf416e1570db88a,2199.0,24,Paid Search,Paid
342280,300027275423,2022-05-30,5,12,e17b664037eb548a2173858f69a91538,149.0,17,Paid Search,Paid
129823,300034786666,2022-09-30,9,12,a1351a02d74c0d9863fd03780a6ec6d9,27040.0,21,Paid Search,Paid
578824,300021986140,2022-01-22,1,12,b2166cd870fef0e5865107b1de7086f6,68990.0,13,Organic Search,Organic
164759,300024109741,2022-03-27,3,12,254ad71201354a1b133558a7a5e5662b,21599.1,15,Affiliate,Paid
545660,300022635260,2022-02-12,2,12,390ce9a152510b771dc997c8658a4e65,7299.0,14,Affiliate,Paid
684000,300042861367,2023-02-12,2,24,f0f98808905376e81804e3e92b65b8d6,1999.0,26,Paid Search,Paid
724764,300041340568,2023-01-15,1,24,5d3b7c382147345d37ba6f1d7179a0dd,1999.0,25,Organic Search,Organic
519498,300039030001,2022-11-29,11,12,b0463746fad5d677c9850418428d137e,29990.0,23,Organic Search,Organic
804393,300041598226,2023-01-20,1,24,c96d39f48503a74cb9c179fd4b1aefed,15158.0,25,Paid Search,Paid
351128,300040390260,2022-12-27,12,12,63cc2a061a2e781496ec1cee3d95e04f,1299.0,24,Affiliate,Paid
2845,300031476053,2022-08-15,8,12,409b45a61c9815e25340bdb64fb3d4c7,31340.5,20,Direct,Organic
192076,300026752522,2022-05-20,5,12,77e923f66fc1be5f1d199373c19e71ff,15111.0,17,Affiliate,Paid
793369,300041837449,2023-01-23,1,24,6f3248f3e6d6adabd67cfd10870a8140,54699.0,25,Direct,Organic
567055,300022034678,2022-01-23,1,12,7fd4af8cb18e9ccd0d9362223133dade,1940.0,13,Paid Search,Paid
634769,300046315553,2023-04-22,4,24,d7402542145cb26cdfaa9c85e642acbd,10530.0,28,Paid Search,Paid
111563,300022172640,2022-01-26,1,12,0fc8046593af3b15833c2b966c504a29,1149.0,13,Organic Search,Organic
212406,300027196480,2022-05-28,5,12,b5d248dab55e04ce6b6cafa53489bcff,1349.0,17,Organic Search,Organic
713291,300044070701,2023-03-11,3,24,c1cc79d1bd2f9149d775b6748c3808c8,84999.0,27,Organic Search,Organic
573640,300023208002,2022-03-01,3,12,35067e861b72aaf515de2317b6f330cc,599.0,15,Paid Search,Paid
856174,300042264691,2023-01-30,1,24,37900ff01094ccc6e6caf765a190f97e,1099.0,25,Direct,Organic
98068,300040667048,2022-12-31,12,12,f41eef7d08f40544b650dde6bed74d59,7490.0,24,Referral,Paid
158267,300038671941,2022-11-25,11,12,ee638d014768f431162a7891b5a94186,650.0,23,Affiliate,Paid
801422,300048571967,2023-05-29,5,24,8c16969a4b91211de85520e4001625cd,2599.0,29,Organic Search,Organic
126514,300038824414,2022-11-26,11,12,2c33651dff0b43f3221decb428136218,599.0,23,Organic Search,Organic
387921,300027393764,2022-06-01,6,12,43a0c105632758ea04e63b20b0e32fed,4994.0,18,Organic Search,Organic
689453,TC300042542411,2023-02-05,2,24,81336e2d1ffe69b2c6cc2c0ff32bec82,3013.2,26,Internal,Organic
634822,300046225992,2023-04-22,4,24,ae4ef2d61bf65b2aa3c7c17787edad7c,34990.0,28,Organic Social,Organic
557015,300023098089,2022-02-26,2,12,2d0eb9f9b561b316ec81b23224660447,13949.1,14,Internal,Organic
531769,300024814059,2022-04-12,4,12,963a87981950ce516a537836df5f94ef,27290.0,16,Paid Search,Paid
631272,300042091757,2023-01-26,1,24,e5bfd416f57417cef6dec1a53dee96af,499.0,25,Paid Search,Paid
875509,300040882749,2023-01-04,1,24,e63ed74b4a4775cd5bd2da3ea1094fcb,2598.0,25,Paid Search,Paid
741090,TC300044445691,2023-03-18,3,24,1a3c63e4ccafb4e6019c627f644fbf3f,2635.2,27,Direct,Organic
518467,300037772332,2022-11-10,11,12,f7394f135f51191630cf3f804fd0715c,2999.0,23,Direct,Organic
644201,300046115900,2023-04-23,4,24,10f85769749cea32a47dced7ca77f6e8,28900.0,28,Organic Search,Organic
745945,300041795388,2023-01-25,1,24,a148cf2b634e7618b656f34a415a7c23,27900.0,25,Paid Search,Paid
217305,300037066395,2022-10-27,10,12,4f67228f5d5b97bc99894d16bdd5f48a,799.0,22,Paid Search,Paid
489037,300038110705,2022-11-17,11,12,2577d97583ea9e01fb0f74f58fa986f7,61980.0,23,Direct,Organic
109926,300022113756,2022-01-26,1,12,697e5c6a7acfcb16234fc96929d7965b,2572.15,13,Organic Search,Organic
403763,300038997315,2022-11-28,11,12,ced87e7a5518dbec4239b1814a6d003d,270.0,23,Affiliate,Paid
807905,300046475900,2023-04-25,4,24,b3cd2eb26e1b4b74201a58e4740aa134,29489.0,28,Organic Search,Organic
409821,300023937302,2022-04-21,4,12,6a72438e6c8780c9cce1bc08b1064db0,3798.0,16,Direct,Organic
897161,300041188186,2023-01-11,1,24,d5744a0d0a815693a02ca13012af8ef7,899.0,25,Paid Search,Paid
429811,300026008432,2022-05-18,5,12,b94237b7bb0d2a633bfb04ccf989033b,1160.0,17,Direct,Organic
618524,300021688373,2022-01-10,1,12,0dc636d4722e131e76368620aa9a7e6a,18040.5,13,Organic Search,Organic
586124,300022782296,2022-02-17,2,12,dda6c9fa87420ae29d8c147fe7a193f3,2999.0,14,Organic Search,Organic
290560,300027158388,2022-05-27,5,12,f6d05f88b6437b4bb304e1586806ce9e,222.75,17,Paid Search,Paid
871879,TC300043587649,2023-02-27,2,24,3dc23fd3859d6ca123e6446c4c319d37,41997.0,26,Internal,Organic
297628,300040343311,2022-12-26,12,12,b6fac664751f9d1149409d281957071a,999.0,24,Organic Search,Organic
751923,300045619484,2023-04-11,4,24,5c35fdd55cd05dc8181199be2eca04ff,21999.0,28,Affiliate,Paid
775885,300046397935,2023-04-24,4,24,5ce3145bdf4910fbceacf9bf9fcbd58a,1599.0,28,Organic Search,Organic
661985,300043898531,2023-03-05,3,24,1bc8c81f935d73b399705b7d9c020946,2318.0,27,Paid Search,Paid
625259,300021587733,2022-01-05,1,12,29685a36bfc16cf7705847c0f4183b5d,649.0,13,Paid Search,Paid
128645,300037238987,2022-10-30,10,12,3a0329493d9114efa5491cb29c65bedd,1420.0,22,Paid Search,Paid
651444,300040711373,2023-01-01,1,24,7e39024aacdcea72623cd523ea0646f5,149.0,25,Paid Social,Paid
832688,TC300043485339,2023-03-13,3,24,7fa0a1a340793b1942f194fe20564517,249.0,27,Direct,Organic
474027,300025136865,2022-04-20,4,12,bce60baf1ebaced21fa03feaee742562,15696.0,16,Paid Search,Paid
860548,300044896985,2023-03-27,3,24,bb5c3b1a21c4167b06ce38d6dd73ca49,26650.0,27,Organic Search,Organic
199225,300028229900,2022-06-17,6,12,87547797b53f9ed2e6ae1fe7381fac14,11499.0,18,Direct,Organic
260200,300032403197,2022-08-31,8,12,cc531ed050f3aaf0ab66a7de00f02918,1390.0,20,Direct,Organic
870124,300041046895,2023-01-09,1,24,0187fb8b00161b5a95f828716558e81d,12141.0,25,Paid Search,Paid
413411,300023533896,2022-03-12,3,12,46dfebb14a5d9535d84e310c905b3d81,18899.05,15,Direct,Organic
725598,300046998055,2023-05-05,5,24,36d6a7a4afca5dce36bd9fc7c5a90fa6,999.0,29,Organic Search,Organic
637531,300044634930,2023-03-22,3,24,6d73c01f37b04921cea4c7f8acebd91d,1399.0,27,Referral,Paid
119710,300027231961,2022-05-29,5,12,0d704a7c50efb7ae1b1d13b4336c53cc,17702.1,17,Organic Search,Organic
395918,300040130074,2022-12-23,12,12,76db742d2b6822a0c0f1304c059f67c8,570.0,24,Paid Search,Paid
212729,300027177876,2022-05-28,5,12,7fafa5a1fa3a4ff763772a0db57228d9,3685.0,17,Paid Search,Paid
126440,300038835231,2022-11-26,11,12,01028a25fcfcf9b7219dc1757e2bb00c,899.1,23,Organic Search,Organic
361309,300033177381,2022-09-15,9,12,971f11d4da738ea9b16664a4832cd65f,1943.1,21,Organic Search,Organic
304406,300024051415,2022-03-26,3,12,88058642be1bd4358c8759c4fb7ba366,12868.2,15,Paid Search,Paid
138648,TC300028701582,2022-06-25,6,12,11d7c9f23531031f8e21284ec5e4c3df,3998.0,18,Internal,Organic
150321,300031346654,2022-08-11,8,12,395ca3d43e888a71b9eae42d619e2a74,699.0,20,Paid Search,Paid
283337,300024909605,2022-04-16,4,12,aee134b63bc9d6048cd042cc594caebb,2650.0,16,Organic Search,Organic
525700,300033630709,2022-09-21,9,12,19b34b1c551c691a5f980e22b598ce15,10499.0,21,Direct,Organic
433724,300026108105,2022-05-10,5,12,d94229c705a2d96deaaa1ca1358cfafb,499.0,17,Paid Search,Paid
517186,300038057837,2022-11-16,11,12,e8cfc8676ee68c0a101acae8ae65f209,120290.0,23,Paid Search,Paid
36041,300025767401,2022-05-03,5,12,06198a44b3b0ebbbffeb2aa57648e3c7,38990.0,17,Affiliate,Paid
99950,300030301457,2022-08-16,8,12,4d486d241909b18139c8f1ec71a85b19,35601.0,20,Direct,Organic
730694,300043153696,2023-02-18,2,24,eb72181fd1ffbc5c5aa7ef9f5417813e,13690.0,26,Organic Search,Organic
563189,300022268500,2022-01-29,1,12,02c4d498bc1b40c88760963e352db247,8490.0,13,Paid Search,Paid
476669,300024143536,2022-03-28,3,12,9ddf98dff016913a44771d290d03b1fe,149.0,15,Paid Search,Paid
293405,300024188002,2022-03-31,3,12,4fa5e71efcdccec4c897704bd7eab67a,67990.0,15,Paid Search,Paid
745878,300041962631,2023-01-25,1,24,58a7d51fd874b68194ac21934bf2613c,6954.0,25,Affiliate,Paid
770874,TC300048098276,2023-05-23,5,24,c3848753d031dc15b670680a9b3d1743,425.0,29,Direct,Organic
706187,300046815950,2023-05-01,5,24,b60f3cb92411a630a3636c2a6da9f311,51400.0,29,Paid Search,Paid
164851,300024124610,2022-03-27,3,12,ef531803cea41036b5ebe84f1c8f9ef8,21599.1,15,Affiliate,Paid
263055,TC300038275571,2022-11-19,11,12,f8f84a3a5f60221354c96ca1ef6c6d5c,599.0,23,Paid Search,Paid
716768,300044832052,2023-03-25,3,24,96b43ccbb449ede55b2d17519216dcca,2170.0,27,Direct,Organic
384866,300027114089,2022-05-26,5,12,9593356bea161d39ff316f2628a86800,299.5,17,Affiliate,Paid
72030,300040271144,2022-12-25,12,12,f594624a04b731369e527d9114a7094f,899.0,24,Paid Search,Paid
877110,300043234652,2023-02-20,2,24,785fefafb0dfcb97e62bd59f4a3f41af,249.0,26,Paid Search,Paid
98607,300040044747,2022-12-31,12,12,4a06047b3689dfa43f8231f0a1531750,37490.0,24,Organic Search,Organic
98313,300040679524,2022-12-31,12,12,372a8ca9dd50e591618227346b41102e,2099.0,24,Paid Search,Paid
33692,300025779575,2022-05-03,5,12,7c6ecfbfbe579865407302ff9c439fbc,1685.0,17,Internal,Organic
315130,300025864962,2022-05-05,5,12,66b9952e403c8b9ec8fa1d8c905d7969,14841.0,17,Paid Search,Paid
823479,300043765501,2023-03-03,3,24,dbb781d63c350e3bc0358eccaeeeed00,249.0,27,Paid Search,Paid
482690,300038463862,2022-11-22,11,12,f41b7001502dee3fd9ac9718ac15575d,2099.0,23,Paid Social,Paid
308211,300029517479,2022-07-14,7,12,69e6b9e90c548dd3fd04baa438176810,125990.0,19,Paid Search,Paid
579245,300022015391,2022-01-22,1,12,5f35eb04a01b1389b214347461f8f3de,3419.05,13,Organic Search,Organic
394058,300025246408,2022-04-22,4,12,8fda409a4b9013dbf610d67588da2638,1145.0,16,Organic Search,Organic
42046,300038922472,2022-11-27,11,12,e6b3144fd2dd89c541b3e0a2e15cceb8,360.0,23,Paid Social,Paid
269820,300029178527,2022-07-05,7,12,559e4722cddaf544385f852c35c49df1,32990.0,19,Internal,Organic
569028,300023298444,2022-03-04,3,12,dcf6dcd35bd6847e05d2e99674dfe984,2999.0,15,Paid Search,Paid
730285,300043144164,2023-02-18,2,24,2fa89be4d9df2fa3cd5b22ec4ee4d9cd,325.0,26,Paid Search,Paid
153139,TC300033264207,2022-09-18,9,12,58b561dc0a6578594b00d5f86f108a43,3897.0,21,Direct,Organic
31840,300031472829,2022-08-13,8,12,3f952caf483ee3e3237a17f8e422b7d3,6490.0,20,Loyalty,Unknown
137302,300028717565,2022-06-25,6,12,02a13a1808478c294a2027ba6140e549,699.0,18,Affiliate,Paid
10329,300031551584,2022-08-14,8,12,adca5348922d12279f1e7a912fcf7c28,1649.0,20,Paid Search,Paid
896195,300041255193,2023-01-17,1,24,36ce417aa83a4d2a36f512082cab8500,1990.0,25,Direct,Organic
403988,300038995819,2022-11-28,11,12,c0f9b845c545e4c55ebea2f5fe0162a2,600.0,23,Loyalty,Unknown
409825,300025070771,2022-04-21,4,12,2c9f2e76c60e7370e62b177e2d8532ea,1900.0,16,Paid Search,Paid
292715,300024939477,2022-04-15,4,12,bc38061ce9fe85c736b834664f236a5e,56490.0,16,Paid Search,Paid
780147,300047217476,2023-05-08,5,24,949413921c2e653a6915cb2196a96280,28490.0,29,Direct,Organic
705753,300046803052,2023-05-01,5,24,123f83c9b464124930bde6e253e0bc5e,28900.0,29,Direct,Organic
648638,TC300047938892,2023-05-28,5,24,de4122416ee00072f6c5aac6e79a2805,26999.0,29,Organic Search,Organic
862924,300040852300,2023-01-03,1,24,c805ccd7cada6d1f8852ea8fea2d5b88,2699.0,25,Paid Search,Paid
525864,300021534012,2022-01-02,1,12,4d7d18bb54a142b6a9ab8b8e48b38550,1909.05,13,Loyalty,Unknown
265338,300040176453,2022-12-29,12,12,29cf252353ff92e77d794634d7f71eb7,799.0,24,Organic Search,Organic
